sample_id	mbv_genotype_id	het_consistent_frac	hom_consistent_frac	het_min_dist	hom_min_dist
S000GZB1	S000GZ	0.995850013623693	0.960318474467981	0.574089622425649	0.271536821524063
S000GZB3_mRNA	S000GZ	0.987425638632917	0.939360989379112	0.560572681624796	0.26530528628669
S000GZB3_RNA	S000GZ	0.992317094464816	0.979369959452836	0.592039151244645	0.271802867105125
S000GZB5	S000GZ	0.996198933145942	0.973133904623867	0.585034339168514	0.276030969197349
S000X1_mRNA	S000X1	0.984672949002217	0.937624402866242	0.561369769025526	0.251518643385407
S000X1_RNA	S000X1	0.990277286731653	0.975949602441132	0.600351461357144	0.25811807541441
S000X1B1	S000X1	0.994785972584307	0.960956432764285	0.578934257411951	0.266002339597251
S000X1B6	S000X1	0.996436636654251	0.972692471288813	0.591911167806107	0.265711635017306
S0010Q_mRNA	S0010Q	0.987308163622571	0.946509031198686	0.567131663519268	0.255981875711084
S0010Q_RNA	S0010Q	0.991682447736809	0.976067353996316	0.598747645754846	0.259478023032417
S0010QB3	S0010Q	0.992371329079527	0.967462197788125	0.578002721111199	0.26179190742678
S0010QB8	S0010Q	0.994879201680672	0.953876732949111	0.580844496097285	0.256953370105292
S0012MB1_mRNA	S0012M	0.986150341685649	0.942357001288963	0.561371580623702	0.258461447301666
S0012MB1_RNA	S0012M	0.990754531403681	0.975422865800651	0.594513186200912	0.263870657477955
S0012MB2	S0012M	0.99535500995355	0.966403819720755	0.583095545735213	0.275853441153487
S0012MB6	S0012M	0.991236763862083	0.969237200609846	0.575374712942336	0.273551587689013
S001C2B2	S001C2	0.991367730285614	0.975149984212188	0.577044686749585	0.276824439856927
S001C2B4	S001C2	0.987861909516053	0.98122643880372	0.579577554632202	0.279777563753498
S001C2B5_mRNA	S001C2	0.985277949103001	0.953694520208282	0.571688746004093	0.26389128209861
S001C2B5_RNA	S001C2	0.988095238095238	0.979510078036974	0.583849673930367	0.271756681143296
S001C2B8	S001C2	0.99507032271274	0.980942650259873	0.590807750885321	0.279346551833803
S001GV_mRNA	S001GV	0.987277101262369	0.951721139042649	0.565862072822094	0.268263845376623
S001GV_RNA	S001GV	0.990252037272633	0.977150685794372	0.590285964329461	0.270808340308247
S001GVB4	S001GV	0.991939104962689	0.97460681361168	0.590996209594344	0.269314958297918
S001GVB7	S001GV	0.995854706779426	0.979841235347505	0.593559638297544	0.27414192634782
S001KN_mRNA	S001KN	0.98847647385143	0.951286432886471	0.563064371875388	0.268820988875767
S001KN_RNA	S001KN	0.991300029114076	0.977946111803625	0.585787874060684	0.275405064727883
S001KNB3	S001KN	0.994921709691071	0.969461439034899	0.577333099837392	0.272126922559071
S001KNB9	S001KN	0.995550918965359	0.958078702381632	0.570054955513328	0.266956007290992
S001NH_mRNA	S001NH	0.987777622572985	0.944577679950064	0.561634679407484	0.26597461090195
S001NH_RNA	S001NH	0.990863009718142	0.977399139993249	0.574185917262243	0.260887543145099
S001NHB3	S001NH	0.994704359169052	0.970358899617417	0.574002134963145	0.267541619308694
S001NHB7	S001NH	0.99610371751188	0.978807880573054	0.582549374247088	0.273692332159458
S001T5_mRNA	S001T5	0.987977694786924	0.937767814400971	0.568718815443418	0.259224757050454
S001T5_RNA	S001T5	0.991733551208728	0.980708284590024	0.596584771064884	0.264168800752247
S001T511	S001T5	0.993056089374023	0.986413538629738	0.605013363629784	0.267797263740197
S001T5B3	S001T5	0.994910114793156	0.949473061361565	0.58316932429609	0.258307143163695
S001T5B5	S001T5	0.995265105605921	0.966674976536837	0.590954854071515	0.267041990243676
S001YW11	S001YW	0.990157432710213	0.988035170637202	0.598769366183147	0.262733382998951
S001YWB4	S001YW	0.992536091923921	0.956732433367947	0.579131204588651	0.259842178441171
